"","Selection_Scheme","Test_Case_Number","Population_Size","Pass_Probability","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"11","tournament_7","10","100","0_1","0.0132292464399","0.0104300585577","0.0091210584591","0.0120743021233","0.011272565428","0.010894255833","0.0125275001538","0.0091786691415","0.0126003572719","0.0120645258442","0.0097621210719","0.009977634493","0.0096783876723","0.0077978822898","0.0156087865586","0.0099841231746","0.0105575363611","0.0063860436989","0.0123460413437","0.0089277570272","0.0145091721716","0.0116856525409","0.0106150197297","0.0093615801983","0.0106357525158","0.0098170702463","0.0127131258951","0.0075560896348","0.0100057600134","0.0105131354563","0.0071622637412","0.0094898764343","0.0113971230262","0.0108418397003","0.0109114621014","0.0091172830426","0.0111118662158","0.0093148478246","0.0136390343144","0.0133067392683","0.0120462455557","0.0108609485971","0.0075670534175","0.0126486564412","0.0119978762298","0.0133554444455","0.0108369173873","0.0108544232137","0.0112569192439","0.0123588797573","0.013714051016","0.0091646799841","0.0096386820998","0.0110760763295","0.0093431506582","0.0079354372146","0.0100984149914","0.0104700642093","0.008038661215","0.0140372610564","0.0107629519709","0.0093270380134","0.0099192627857","0.0093151333285","0.0076321363971","0.0097380014868","0.0102016789557","0.0075588764593","0.0109406847327","0.0081691957717","0.0121641961694","0.0122724856138","0.0104564606717","0.0111732691104","0.0102500434827","0.0119463044448","0.0078922742753","0.0128389712177","0.0104649849286","0.0108284705219","0.007466734661","0.0108660471409","0.0123255537579","0.0106042057137","0.0090794934418","0.0085250543112","0.0098598952857","0.0127735589","0.0105352332437","0.0103632721419","0.0048338983","0.0048274248","0.00483964","0.0048288686","0.0048269212","0.0048275317","0.0048586013","0.0048345024","0.0048320711","0.0048156942"
"12","tournament_7","10","100","1","0.011131136","0.011118866","0.011134285","0.011141114","0.011098819","0.011128077","0.011135045","0.011115408","0.011113159","0.011122304","0.011087497","0.011124175","0.011113903","0.011098815","0.011120668","0.011138452","0.0111072","0.01110894","0.011099006","0.011105649","0.011107436","0.011109462","0.011103768","0.011099398","0.011075476","0.011113747","0.011095096","0.011104602","0.011112289","0.011080322","0.011104214","0.011082515","0.011107513","0.011095898","0.011114735","0.01111517","0.011095794","0.011092398","0.011077227","0.011078256","0.01108559","0.011092107","0.011100847","0.011098802","0.010795592","0.011143647","0.011154621","0.011145464","0.01114028","0.011118355","0.011058214","0.011109979","0.011104858","0.01112701","0.011123838","0.011113175","0.011128811","0.011118847","0.011119757","0.011133669","0.01110481","0.011102422","0.011088028","0.011093697","0.011094797","0.011102217","0.011097542","0.011097121","0.011100369","0.011101887","0.011100021","0.011092637","0.011098495","0.011091853","0.011096351","0.01171274","0.011128632","0.011096513","0.011104646","0.011122761","0.011111911","0.011086632","0.011102819","0.011119334","0.011095338","0.011117457","0.011114172","0.011106365","0.011108291","0.011088837","0","0","0","0","0","0","0","0","0","0"
"13","tournament_7","10","20","0_01","0.029197183","0.0311242608","0.0239734468","0.0423816895","0.0346210731","0.0296030783","0.024899145","0.0371346411","0.0394940603","0.0333285224","0.0176636394","0.0270571286","0.0349805022","0.0227505361","0.0264132068","0.0256237061","0.0314190441","0.0290666591","0.22951574","0.22975277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","tournament_7","10","20","0_1","0.0640568351619","0.0595630145031","0.0465240968883","0.0451287613128","0.0419443159146","0.0452742881288","0.0450404333422","0.0622101080321","0.0523360610838","0.0664048144244","0.0571283621579","0.0429568059548","0.05378488554","0.049987926105","0.0574262982212","0.0483229783386","0.0598356594766","0.0472980492336","0.0274110726","0.027365298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","tournament_7","10","20","1","0.055455339","0.055589069","0.055597773","0.055554933","0.055541799","0.055534899","0.055557344","0.055522791","0.055542571","0.055525084","0.055518275","0.055600483","0.055565696","0.055571205","0.055516078","0.055562287","0.055642571","0.055601818","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","tournament_7","10","10","0_01","0.0349107582","0.0506660664","0.0661757694","0.0689221132","0.0435032422","0.0501080115","0.0493091612","0.038188733","0.0551948308","0.54302132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","tournament_7","10","10","0_1","0.0772050405","0.0767404502","0.1159857522","0.1071380382","0.0937648441","0.1365930041","0.1077755629","0.1408314727","0.1048348618","0.0391309885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","tournament_7","10","10","1","0.11114765","0.11111032","0.11108567","0.1110974","0.11116568","0.11106845","0.111108","0.11114088","0.11107586","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","tournament_4","20","100","0_01","0.008352932","0.008337366","0.007592502","0.009232449","0.0086608","0.007537525","0.0070964","0.0089189","0.008555858","0.007741542","0.007450093","0.008518026","0.007316007","0.008661608","0.007176476","0.008966524","0.009071199","0.008979902","0.009457872","0.008658184","0.009032076","0.009065532","0.0080318","0.007248851","0.008166532","0.006103515","0.006931908","0.008426226","0.007395483","0.007146933","0.008232118","0.007699801","0.007926332","0.00754309","0.009484609","0.007008167","0.007691614","0.00908455","0.007145567","0.008383234","0.008583591","0.008935174","0.007833325","0.010191259","0.008072134","0.008439482","0.008084844","0.007358277","0.008202767","0.007048382","0.0070018","0.008687758","0.00880994","0.008749309","0.008929676","0.00714175","0.007226099","0.008021124","0.007213216","0.007238267","0.008484617","0.009760523","0.008088133","0.008165702","0.009886199","0.008869266","0.007600533","0.0067876","0.007787942","0.009086542","0.009133368","0.008547442","0.008419067","0.007895801","0.008796749","0.010953284","0.006990167","0.007781225","0.006115425","0.010406108","0.007074558","0.008284743","0.006257267","0.008176707","0.007856193","0.006745556","0.007568376","0.010476298","0.007652782","0.009564499","0.026523344","0.026465069","0.026479477","0.026518227","0.026528052","0.026469971","0.026521938","0.026409737","0.02650211","0.026571129"
"20","tournament_4","20","100","0_1","0.01201026006","0.01376787617","0.01143786911","0.01260145963","0.01065602616","0.00965104844","0.01056290114","0.01048425266","0.0109293751","0.01305286673","0.01267921871","0.0097219343","0.01080900797","0.01090123497","0.00947640793","0.00837709259","0.01246993227","0.01054944067","0.0090523868","0.01095978993","0.01034790985","0.01128615262","0.01049992451","0.01195257176","0.01085300204","0.01069285363","0.0103820927","0.00968207323","0.01028795058","0.01120155044","0.00903336826","0.00962124994","0.01288648521","0.01258895801","0.00982908598","0.00907876693","0.01195426749","0.01091910055","0.01113025904","0.01110732214","0.00989411567","0.01135926653","0.0125176741","0.0110778671","0.00903262421","0.01235662413","0.01278022464","0.01345859922","0.01119570835","0.01052837439","0.01050945857","0.01163778383","0.0118060563","0.01106868271","0.00998224943","0.01086127524","0.01258470086","0.01059508183","0.0097108338","0.01118205953","0.00978740035","0.01104448409","0.01104145023","0.01177837327","0.00997926596","0.0117941236","0.0103744586","0.00907160807","0.01169717563","0.01016829899","0.01161269003","0.00994764227","0.0121124487","0.00883966664","0.00990946786","0.0129867393","0.00992270033","0.01126550923","0.0116749747","0.0115331831","0.01153887717","0.01201406372","0.01147433107","0.01134174464","0.00906039091","0.00994712685","0.01290231043","0.0099608491","0.01207515616","0.01009879879","0.00134621636","0.00133399966","0.00134549171","0.00134116604","0.00134464174","0.00133649207","0.00134121708","0.00134455818","0.00134262522","0.00134370035"
"21","tournament_4","20","100","1","0.011133359","0.011128472","0.011127956","0.011120418","0.011133343","0.011152204","0.011145754","0.011141327","0.011151254","0.011135915","0.011115366","0.011118397","0.011140431","0.011125259","0.011143263","0.011116788","0.011121464","0.011135862","0.011119925","0.011133681","0.011112544","0.011093246","0.011106161","0.011109226","0.011100704","0.011151405","0.011078128","0.01110272","0.011128547","0.011081751","0.011102072","0.011114986","0.011085696","0.011102334","0.01108715","0.01108583","0.011064116","0.011080599","0.011083","0.011074191","0.011068157","0.011101782","0.011109409","0.011062941","0.010337757","0.011160593","0.011119867","0.011145108","0.011115474","0.011146942","0.011104913","0.011140501","0.011145133","0.011101515","0.011101934","0.011110479","0.011093508","0.011141858","0.011135811","0.011109132","0.011092189","0.011125365","0.011114544","0.011104077","0.011103781","0.011082382","0.011092931","0.011119258","0.011074366","0.011115532","0.011095281","0.011091208","0.011132427","0.011104574","0.01110862","0.011763654","0.011116019","0.011113594","0.011127324","0.011117769","0.011127207","0.01110475","0.011118258","0.011111791","0.011098959","0.011097842","0.011084848","0.011088802","0.011103939","0.011079398","4.675e-06","5.775e-06","4.775e-06","5.025e-06","5.475e-06","5.175e-06","4.85e-06","5.35e-06","5.25e-06","5.25e-06"
"22","tournament_4","20","20","0_01","0.039070873","0.043360503","0.042818285","0.043224385","0.043183613","0.04333744","0.032835105","0.038579133","0.03696174","0.036080245","0.035569025","0.04140102","0.047440725","0.04366472","0.041693528","0.031317163","0.04264703","0.034811794","0.140963715","0.141040366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","tournament_4","20","20","0_1","0.05395251513","0.05928323413","0.07256169437","0.05354962023","0.0496481073","0.0584093775","0.0546091817","0.04493214144","0.05788201427","0.0462941447","0.056632675","0.05313036873","0.0533308632","0.0569960571","0.0472550439","0.06043454266","0.05456222766","0.0554660312","0.00552699311","0.00554333377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","tournament_4","20","20","1","0.055524561","0.055528079","0.055430607","0.055558247","0.055582979","0.055547116","0.055555095","0.055554043","0.055555091","0.055569408","0.055530081","0.055631957","0.055610884","0.055657032","0.055764893","0.055489252","0.055515472","0.055395214","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","tournament_4","20","10","0_01","0.084848085","0.08003011","0.097974995","0.076137125","0.073874865","0.072665965","0.075978025","0.0657455","0.07519557","0.29754979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","tournament_4","20","10","0_1","0.1009313326","0.0977783854","0.1170705514","0.115904474","0.1023329903","0.09391216","0.1211861204","0.1083167292","0.1325580753","0.0100091913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","tournament_4","20","10","1","0.11110554","0.11112292","0.11109077","0.11113112","0.11115856","0.11114646","0.11113803","0.11100176","0.11110549","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","tournament_4","10","100","0_01","0.008068883","0.007564442","0.007812499","0.008308825","0.007500842","0.007526033","0.00801174","0.008398585","0.007525208","0.00775505","0.0082244","0.007137633","0.007566274","0.007309826","0.00773495","0.00794884","0.008395908","0.006536409","0.009008842","0.009079151","0.00775315","0.00702105","0.008106592","0.007857649","0.007518884","0.007309141","0.008333766","0.00752515","0.006012266","0.008638383","0.008002884","0.009057701","0.007112968","0.007566734","0.007885142","0.007046376","0.007816676","0.006523174","0.007503584","0.007236191","0.007274374","0.00777299","0.007136317","0.008390208","0.007813507","0.007049675","0.007700166","0.006525558","0.006795216","0.008050784","0.007517651","0.007789676","0.006650158","0.006797541","0.007005375","0.006551051","0.008781984","0.008843575","0.007043383","0.009575851","0.00852545","0.006046475","0.007494891","0.008572358","0.007764541","0.00817625","0.007577284","0.007993459","0.007773449","0.007788192","0.007776575","0.008062468","0.00761475","0.007723317","0.006320284","0.007754833","0.00750285","0.008825633","0.006538642","0.008546541","0.007259025","0.008406159","0.008881261","0.007808466","0.00816761","0.0075813","0.006629942","0.008299018","0.007256782","0.007333641","0.030796178","0.03078464","0.03075442","0.030823084","0.030738139","0.03071829","0.030770809","0.030733176","0.030799862","0.030773111"
